canonical_task_id,roles,harness,model,variant,job_id,trial_name,resolved,total_tokens,cost_usd,duration_seconds,archive_member,trace_path,status,compressed_bytes,uncompressed_bytes,sha256,error
astropy__astropy-12907,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,astropy__astropy-12907__mLQqAHP,True,67233,,145,run/astropy__astropy-12907__mLQqAHP/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/astropy__astropy-12907__mLQqAHP/trajectory.json.gz,existing,8460,40408,8bdb0a8e78956213b49831ea82b6e8613b9a7d9e91bf2ffe51056d7092b5c6af,
matplotlib__matplotlib-20676,token; time,pi,subconscious/glm-5.2,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,matplotlib__matplotlib-20676__F2e2Fnn,True,263220,,1212.8,run/matplotlib__matplotlib-20676__F2e2Fnn/agent/trajectory.json,swebench-verified-winning-traces/ac02f4ca2ef4/matplotlib__matplotlib-20676__F2e2Fnn/trajectory.json.gz,archive_error,,,,HTTPError: HTTP Error 524: <none>
matplotlib__matplotlib-20826,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,matplotlib__matplotlib-20826__GCxC8Yd,True,5862328,6.1916,1021.1,run/matplotlib__matplotlib-20826__GCxC8Yd/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/matplotlib__matplotlib-20826__GCxC8Yd/trajectory.json.gz,downloaded,125693,1027515,485ecaaf34f10d5183112312e70e3f01a494d02a22202bbf94151a9ba0a910f4,
matplotlib__matplotlib-20826,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,matplotlib__matplotlib-20826__mJgkKB4,True,1666027,,1515.6,run/matplotlib__matplotlib-20826__mJgkKB4/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/matplotlib__matplotlib-20826__mJgkKB4/trajectory.json.gz,downloaded,36462,172676,4f1f26b71f01e1fd06e25a3adf7e7bafa4c077b03c21c554d7ba59d061569ae4,
matplotlib__matplotlib-20826,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,matplotlib__matplotlib-20826__dQM79vA,True,4009367,,503.8,run/matplotlib__matplotlib-20826__dQM79vA/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/matplotlib__matplotlib-20826__dQM79vA/trajectory.json.gz,downloaded,64005,308243,ef695ebb5a163760a449fb263c8c9e0ed86fb7f62d9ac2810321cc4eb3652977,
matplotlib__matplotlib-20859,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,matplotlib__matplotlib-20859__wwgyMM5,True,41118,,81.5,run/matplotlib__matplotlib-20859__wwgyMM5/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/matplotlib__matplotlib-20859__wwgyMM5/trajectory.json.gz,downloaded,5818,25929,3b122f273400d09a4569d975dd8c5d7260ad656422b8a492405e22a678eb7eaf,
matplotlib__matplotlib-20859,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-20859__xcDEPCR,True,228276,0.0474,259.3,run/matplotlib__matplotlib-20859__xcDEPCR/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-20859__xcDEPCR/trajectory.json.gz,downloaded,14639,75416,bf1095bb6bc0c922e04aae42002680a2ddcb171ec9ace62e87ee5e7f492103e9,
matplotlib__matplotlib-21568,token; cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,matplotlib__matplotlib-21568__AJgC7YM,True,1788577,6.7315,528.9,run/matplotlib__matplotlib-21568__AJgC7YM/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/matplotlib__matplotlib-21568__AJgC7YM/trajectory.json.gz,downloaded,36414,313697,10522d500e957ee38bb63256ff9920073f22e73e3a0d20c9b13a24dfaccfbd5e,
matplotlib__matplotlib-21568,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,matplotlib__matplotlib-21568__nop3Cpd,True,2939345,,459.5,run/matplotlib__matplotlib-21568__nop3Cpd/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/matplotlib__matplotlib-21568__nop3Cpd/trajectory.json.gz,downloaded,76206,338975,6786881eface87eac545b088c3ff0e2fd922e5c9d7455c0f58bb54d87f402fae,
matplotlib__matplotlib-22719,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-22719__9c4335d,True,239099,,122.2,run/matplotlib__matplotlib-22719__9c4335d/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-22719__9c4335d/trajectory.json.gz,downloaded,12234,76291,329a7662c8c45f733039c215f53ea429470dbe6731c8a6d47107b73e3556337a,
matplotlib__matplotlib-22719,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-22719__nXXUPTa,True,282028,0.0617,209.2,run/matplotlib__matplotlib-22719__nXXUPTa/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-22719__nXXUPTa/trajectory.json.gz,downloaded,14428,84342,e02ebd766ab8c809bed6c48aaceed14f900093ed9e7883bae1719222a0547a1c,
matplotlib__matplotlib-22865,token; cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,2412c5f09a0a,matplotlib__matplotlib-22865__NA8pJ78,True,142543,0.0457,394.2,run/matplotlib__matplotlib-22865__NA8pJ78/agent/trajectory.json,swebench-verified-winning-traces/2412c5f09a0a/matplotlib__matplotlib-22865__NA8pJ78/trajectory.json.gz,downloaded,12287,65231,2c0c3803477f8a926a13dbfeccfdb4ac36d93893ddd7302a7873d16913b337f9,
matplotlib__matplotlib-22865,time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,matplotlib__matplotlib-22865__iuysKpy,True,680546,,187.9,run/matplotlib__matplotlib-22865__iuysKpy/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/matplotlib__matplotlib-22865__iuysKpy/trajectory.json.gz,downloaded,34477,107898,ecc3803ca40a277e91536256c0cb165240b88db856b128eae9d0134b658db2fa,
matplotlib__matplotlib-22871,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-22871__e52ae8d,True,271552,,174.9,run/matplotlib__matplotlib-22871__e52ae8d/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-22871__e52ae8d/trajectory.json.gz,downloaded,13438,69960,22a3ce551c50bddba13a5672151f194829bdf9d690f4010e67ecec0cbcd89c2c,
matplotlib__matplotlib-22871,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-22871__vi4LZkg,True,373117,0.0909,295.5,run/matplotlib__matplotlib-22871__vi4LZkg/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-22871__vi4LZkg/trajectory.json.gz,downloaded,15716,85321,48348fea05e3b5083c200d05e633120bce6f329984521821a286488d742c216f,
matplotlib__matplotlib-23299,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,matplotlib__matplotlib-23299__YbUFzev,True,1318701,1.2306,1330.7,run/matplotlib__matplotlib-23299__YbUFzev/agent/trajectory.json,swebench-verified-winning-traces/63ca9a349e63/matplotlib__matplotlib-23299__YbUFzev/trajectory.json.gz,downloaded,37660,325577,5334e092baa524d61cd6f42dae95ea48f8f25a08e711c0027bad945632692996,
matplotlib__matplotlib-23299,token,pi,subconscious/glm-5.2,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,matplotlib__matplotlib-23299__FTKQeJz,True,816783,,1281.7,run/matplotlib__matplotlib-23299__FTKQeJz/agent/trajectory.json,swebench-verified-winning-traces/ac02f4ca2ef4/matplotlib__matplotlib-23299__FTKQeJz/trajectory.json.gz,archive_error,,,,HTTPError: HTTP Error 524: <none>
matplotlib__matplotlib-23299,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,matplotlib__matplotlib-23299__3RCrKQW,True,1735517,,362,run/matplotlib__matplotlib-23299__3RCrKQW/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/matplotlib__matplotlib-23299__3RCrKQW/trajectory.json.gz,downloaded,63507,261687,d732b33da3c3be778ea589cb816d02ba14ea15a17e99b46319b5a9853bed9de2,
matplotlib__matplotlib-23314,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-23314__cZydQB4,True,17138,,239.1,run/matplotlib__matplotlib-23314__cZydQB4/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-23314__cZydQB4/trajectory.json.gz,existing,3718,14469,40ec1ce36c6e5f70a29fb1692eb2071098c68e1827508991c18775ef0e6f2c11,
matplotlib__matplotlib-23314,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-23314__26ff74a,True,47251,,154.6,run/matplotlib__matplotlib-23314__26ff74a/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-23314__26ff74a/trajectory.json.gz,downloaded,5889,27771,2e8d1558e272f02f53915fc5617f2a5cb77c25fb13a70e8f9e95f193f2bbcdd8,
matplotlib__matplotlib-23314,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,d73f21f1dfe4,matplotlib__matplotlib-23314__vmjH9Np,True,62004,0.0178,327.3,run/matplotlib__matplotlib-23314__vmjH9Np/agent/trajectory.json,swebench-verified-winning-traces/d73f21f1dfe4/matplotlib__matplotlib-23314__vmjH9Np/trajectory.json.gz,downloaded,8457,46755,5ef5c97c7d3ff7643a9b29f4754fa8d3592a6956e6ae16b474a1e4e4f1144936,
matplotlib__matplotlib-23412,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-23412__7tLDqZV,True,56461,,115.1,run/matplotlib__matplotlib-23412__7tLDqZV/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-23412__7tLDqZV/trajectory.json.gz,existing,6373,32564,f53ada6fb0729343c3a52ede240bc094dd954713dc2e781b16708632c8d634af,
matplotlib__matplotlib-23412,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-23412__abe8431,True,70919,,60.5,run/matplotlib__matplotlib-23412__abe8431/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-23412__abe8431/trajectory.json.gz,downloaded,6784,35972,cf13b6b700afdbecb92528a2388991a571c6172148eb81ea3cfe383a6c1f2c6f,
matplotlib__matplotlib-23412,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-23412__rxh3w6r,True,1135353,0.2077,428.9,run/matplotlib__matplotlib-23412__rxh3w6r/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-23412__rxh3w6r/trajectory.json.gz,downloaded,28149,161429,ef870c9f51db93561f24699714ef1b577b292195ac34c43cbbb2dfb70898cca2,
matplotlib__matplotlib-24026,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-24026__09e69cf,True,241543,,200,run/matplotlib__matplotlib-24026__09e69cf/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-24026__09e69cf/trajectory.json.gz,downloaded,14264,83558,a27b05ac694b5c88be5c92313612f1dac9bcb84407b02ac8d32131759663632f,
matplotlib__matplotlib-24026,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,fdcf167f39a0,matplotlib__matplotlib-24026__KUtVxdG,True,106380,0.0357,369.1,run/matplotlib__matplotlib-24026__KUtVxdG/agent/trajectory.json,swebench-verified-winning-traces/fdcf167f39a0/matplotlib__matplotlib-24026__KUtVxdG/trajectory.json.gz,downloaded,10807,58156,116fafe30f9e2f428c84e210bf733b45daac536b67792e12af55c4cbf2bf7c4e,
matplotlib__matplotlib-24026,token,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,ffc0bf645fec,matplotlib__matplotlib-24026__LbYeTdg,True,98644,0.0398,574.5,run/matplotlib__matplotlib-24026__LbYeTdg/agent/trajectory.json,swebench-verified-winning-traces/ffc0bf645fec/matplotlib__matplotlib-24026__LbYeTdg/trajectory.json.gz,downloaded,11852,60594,cf3e25f7e6330fd86f1775dc4b33cd529f41e7951b99c837fbf80962070fa957,
matplotlib__matplotlib-24149,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-24149__x4vrWuv,True,63930,,219.4,run/matplotlib__matplotlib-24149__x4vrWuv/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-24149__x4vrWuv/trajectory.json.gz,existing,6392,32401,ce64444ecd04bb79898795440397f91a70431ece52f1214c6d805d6c617f0b99,
matplotlib__matplotlib-24149,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,bd1d2962974a,matplotlib__matplotlib-24149__JCnHNWG,True,118126,0.0305,638.7,run/matplotlib__matplotlib-24149__JCnHNWG/agent/trajectory.json,swebench-verified-winning-traces/bd1d2962974a/matplotlib__matplotlib-24149__JCnHNWG/trajectory.json.gz,downloaded,11833,67205,4449bc3fe86201bad038033251fdf108c2aee7b73f020d0eff0a304d933271b4,
matplotlib__matplotlib-24177,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-24177__iauhH9n,True,506651,,1023.4,run/matplotlib__matplotlib-24177__iauhH9n/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-24177__iauhH9n/trajectory.json.gz,existing,22649,103485,9dbfda1664aa9a8984c28f6782af2820d1dd225882a782deb815f5b8ad415cf9,
matplotlib__matplotlib-24177,time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,matplotlib__matplotlib-24177__nNSmWiY,True,2042469,7.4927,561.2,run/matplotlib__matplotlib-24177__nNSmWiY/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/matplotlib__matplotlib-24177__nNSmWiY/trajectory.json.gz,downloaded,39554,338408,58e12539c5c9a7fd4f3e912596a643d6afc18300ce9efd2b103257eb53829ca1,
matplotlib__matplotlib-24177,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-24177__bfuVLzF,True,1152962,0.2156,629.1,run/matplotlib__matplotlib-24177__bfuVLzF/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-24177__bfuVLzF/trajectory.json.gz,downloaded,26598,137899,be815c51e5fb4e909b2ff81dd7960df302bec13fa2d3bd0fc7b4b31ee6b6fa39,
matplotlib__matplotlib-24570,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-24570__79e145a,True,85932,,127.5,run/matplotlib__matplotlib-24570__79e145a/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-24570__79e145a/trajectory.json.gz,downloaded,7532,38236,9abdb827eb0b2f4f19c8ff9d1b71fcce94817be7ec5b7f2ecbd13199a94f1b92,
matplotlib__matplotlib-24570,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-24570__9423b77,True,83314,,140.8,run/matplotlib__matplotlib-24570__9423b77/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-24570__9423b77/trajectory.json.gz,downloaded,6555,36161,000d621e7bb966d6dc72b604d9f6de7cf716b9a03e2d731e8983be66440b6606,
matplotlib__matplotlib-24570,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-24570__FbdJeTY,True,175673,0.0476,285.7,run/matplotlib__matplotlib-24570__FbdJeTY/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-24570__FbdJeTY/trajectory.json.gz,downloaded,10938,62984,64e3738bd45ed94cd6b4311065ace00ecdc65ba1ad75e777b45876625b667e47,
matplotlib__matplotlib-24627,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-24627__isnhxb4,True,218793,,340.1,run/matplotlib__matplotlib-24627__isnhxb4/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-24627__isnhxb4/trajectory.json.gz,existing,13103,73159,82038294768521f80342eba6129e5a9e677135e1dba6749e5e5dc3ed0e28ebc9,
matplotlib__matplotlib-24627,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-24627__LQcHHZo,True,6421695,1.0971,1417,run/matplotlib__matplotlib-24627__LQcHHZo/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-24627__LQcHHZo/trajectory.json.gz,downloaded,60675,415039,2328b5fa68bcaa27d1dba8c426b789ae643fd70ffcfb596a6a793b8da73602bf,
matplotlib__matplotlib-24637,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-24637__mzMDXss,True,121886,,175.7,run/matplotlib__matplotlib-24637__mzMDXss/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-24637__mzMDXss/trajectory.json.gz,existing,12347,64513,ac61f1c4b4888f98a749f6002f9035847f2e1dd5c090b843326cbac0adf81af6,
matplotlib__matplotlib-24637,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-24637__c82c5ee,True,204068,,175,run/matplotlib__matplotlib-24637__c82c5ee/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-24637__c82c5ee/trajectory.json.gz,downloaded,13987,73470,bc1761100ae207a78a76d57db4cd824b43c31434a182ea3c27f29ab5fb4cc20a,
matplotlib__matplotlib-24637,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,f635b0579980,matplotlib__matplotlib-24637__fPrhWz9,True,234791,0.0481,303.8,run/matplotlib__matplotlib-24637__fPrhWz9/agent/trajectory.json,swebench-verified-winning-traces/f635b0579980/matplotlib__matplotlib-24637__fPrhWz9/trajectory.json.gz,downloaded,16147,85285,c1e23ef00a47ee6171c30c143472564008f4134f58a2b77284bd4cadb7310117,
matplotlib__matplotlib-24870,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,matplotlib__matplotlib-24870__urNSQY3,True,2152730,8.2716,661.7,run/matplotlib__matplotlib-24870__urNSQY3/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/matplotlib__matplotlib-24870__urNSQY3/trajectory.json.gz,downloaded,39408,339553,57efad80e5f1ceca5e8b54a3c261e15a9517e2beafddfed3e212a6afbe648084,
matplotlib__matplotlib-24870,token; time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,matplotlib__matplotlib-24870__7iY3Ms5,True,1616719,,382.7,run/matplotlib__matplotlib-24870__7iY3Ms5/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/matplotlib__matplotlib-24870__7iY3Ms5/trajectory.json.gz,downloaded,52586,232464,48641d4bbf4a7e4cce11e53621ce535d8d528a0d81701d38c8552f1441636214,
matplotlib__matplotlib-24970,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-24970__fiaTQf4,True,71735,,191.3,run/matplotlib__matplotlib-24970__fiaTQf4/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-24970__fiaTQf4/trajectory.json.gz,existing,6661,31829,ec7354a8cb6b1725725ffeafc90cee1197845172407ca29405c46d8a0534fab8,
matplotlib__matplotlib-24970,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,37b4ca56d929,matplotlib__matplotlib-24970__aoGJVnt,True,97925,0.0298,690.3,run/matplotlib__matplotlib-24970__aoGJVnt/agent/trajectory.json,swebench-verified-winning-traces/37b4ca56d929/matplotlib__matplotlib-24970__aoGJVnt/trajectory.json.gz,downloaded,10788,63823,09cf5727931e13d248896908c6ca5b959e9dc6dacaf0d1fc5d3267e81a06d17a,
matplotlib__matplotlib-24970,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-24970__f2e0bb3,True,96388,,149.9,run/matplotlib__matplotlib-24970__f2e0bb3/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-24970__f2e0bb3/trajectory.json.gz,downloaded,7640,39025,423f7df212b495996ea2e33941734d42f4b1ed1b419101815bc0bb105b88f4ed,
matplotlib__matplotlib-25122,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,matplotlib__matplotlib-25122__2p7Vjir,True,11615,,128.4,run/matplotlib__matplotlib-25122__2p7Vjir/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/matplotlib__matplotlib-25122__2p7Vjir/trajectory.json.gz,existing,2394,9003,9d7a21991f7fedd57b89ddca9ea80aa7f034a7831bdb55c8bc1b9282c594d2fb,
matplotlib__matplotlib-25122,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-25122__0a747cf,True,11895,,105.1,run/matplotlib__matplotlib-25122__0a747cf/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-25122__0a747cf/trajectory.json.gz,downloaded,2639,9764,9c9c740c3d65a6428a028f13869d44cf4e7b0b622af82d005a26e47edaa81b5a,
matplotlib__matplotlib-25122,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,1ca7fbb59d90,matplotlib__matplotlib-25122__DRqLva2,True,81834,0.0119,312.5,run/matplotlib__matplotlib-25122__DRqLva2/agent/trajectory.json,swebench-verified-winning-traces/1ca7fbb59d90/matplotlib__matplotlib-25122__DRqLva2/trajectory.json.gz,downloaded,7773,41851,30e2af2cbc7aed8d4df99c7bde89cc2cde98f909f4ab95d1444a1dbe8638a35f,
matplotlib__matplotlib-25287,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25287__b2d89d1,True,62054,,230.7,run/matplotlib__matplotlib-25287__b2d89d1/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25287__b2d89d1/trajectory.json.gz,downloaded,5297,33182,b95952e4fc26b41108fd16113666444824cdc242677f4f513f54114bda2f2e1a,
matplotlib__matplotlib-25287,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-25287__jXRQwp7,True,645602,0.1262,598.2,run/matplotlib__matplotlib-25287__jXRQwp7/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-25287__jXRQwp7/trajectory.json.gz,downloaded,18919,117388,64327c80f679b80cb10c35104671cd6011d6851d088fafeffef6980aba90fe43,
matplotlib__matplotlib-25311,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25311__310f749,True,240623,,173.3,run/matplotlib__matplotlib-25311__310f749/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25311__310f749/trajectory.json.gz,downloaded,12837,75368,4102219909bc3b0a9f9927355c6a8ab7fac58b97878be578ee82b9b3dd81707e,
matplotlib__matplotlib-25311,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-25311__wYEcTFj,True,5479656,0.9551,2960.4,run/matplotlib__matplotlib-25311__wYEcTFj/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-25311__wYEcTFj/trajectory.json.gz,downloaded,43998,300988,52b18d8245c01f1477209e2b489b5ccba8d5419f041d9ccb473d6f30b6b3efaa,
matplotlib__matplotlib-25332,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-25332__aedef74,True,110367,,121.5,run/matplotlib__matplotlib-25332__aedef74/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-25332__aedef74/trajectory.json.gz,downloaded,9100,50628,05313651e44ddeb300fd2cdbe4de771261b77465f0f855c884fc6ce8d295844b,
matplotlib__matplotlib-25332,token; cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,246a9156a882,matplotlib__matplotlib-25332__ZKFFAgf,True,98298,0.0346,374.1,run/matplotlib__matplotlib-25332__ZKFFAgf/agent/trajectory.json,swebench-verified-winning-traces/246a9156a882/matplotlib__matplotlib-25332__ZKFFAgf/trajectory.json.gz,downloaded,10260,52428,9003ad7798c981f2f3c5fe200d64a4a3070fd2443de104b8b68e0d92c0894fdd,
matplotlib__matplotlib-25479,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,matplotlib__matplotlib-25479__Bz6JZd3,True,7573172,20.3214,1044.6,run/matplotlib__matplotlib-25479__Bz6JZd3/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/matplotlib__matplotlib-25479__Bz6JZd3/trajectory.json.gz,downloaded,137439,1072099,ad12d02070cbdd7e155b8a00914e3b7b1046c6d69b760cc10a6b102950b8e8fd,
matplotlib__matplotlib-25479,token; time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,matplotlib__matplotlib-25479__a00314f,True,1262924,,573.2,run/matplotlib__matplotlib-25479__a00314f/agent/trajectory.json,swebench-verified-winning-traces/a68304ea3a4a/matplotlib__matplotlib-25479__a00314f/trajectory.json.gz,downloaded,37514,173469,2a8e6719e1f963234fc1223720aeeb6a9f914670e4b114049f4ffeb9915af30b,
