canonical_task_id,harnesses_tried,deduplicated_attempts,graded_attempts,successful_attempts,accuracy_winner_harnesses,accuracy_winner_samples,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,token_winner_trial,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,cost_winner_trial,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job,time_winner_trial,token_winner_trace_path,token_winner_trace_status,cost_winner_trace_path,cost_winner_trace_status,time_winner_trace_path,time_winner_trace_status
matplotlib__matplotlib-25287,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/2,62054,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25287__b2d89d1,0.1262,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-25287__jXRQwp7,230.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25287__b2d89d1,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25287__b2d89d1/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-25287__jXRQwp7/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25287__b2d89d1/trajectory.json.gz,downloaded
matplotlib__matplotlib-25311,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,13,7,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 2/4,240623,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25311__310f749,0.9551,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-25311__wYEcTFj,173.3,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25311__310f749,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25311__310f749/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-25311__wYEcTFj/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25311__310f749/trajectory.json.gz,downloaded
matplotlib__matplotlib-25332,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,25,20,18,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 8/9; opencode 1/1; pi 1/1; subconscious-code 4/4,98298,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,246a9156a882,matplotlib__matplotlib-25332__ZKFFAgf,0.0346,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,246a9156a882,matplotlib__matplotlib-25332__ZKFFAgf,121.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-25332__aedef74,swebench-verified-winning-traces/246a9156a882/matplotlib__matplotlib-25332__ZKFFAgf/trajectory.json.gz,downloaded,swebench-verified-winning-traces/246a9156a882/matplotlib__matplotlib-25332__ZKFFAgf/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-25332__aedef74/trajectory.json.gz,downloaded
matplotlib__matplotlib-25479,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,24,18,4,claude-code; codex; opencode,claude-code 1/3; codex 2/2; opencode 1/1,1262924,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,matplotlib__matplotlib-25479__a00314f,20.3214,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,matplotlib__matplotlib-25479__Bz6JZd3,573.2,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,matplotlib__matplotlib-25479__a00314f,swebench-verified-winning-traces/a68304ea3a4a/matplotlib__matplotlib-25479__a00314f/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/matplotlib__matplotlib-25479__Bz6JZd3/trajectory.json.gz,downloaded,swebench-verified-winning-traces/a68304ea3a4a/matplotlib__matplotlib-25479__a00314f/trajectory.json.gz,downloaded
matplotlib__matplotlib-25775,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/3; codex 1/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,573815,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25775__4d3605c,0.7367,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-25775__CDwcDL8,302.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-25775__4d3605c,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25775__4d3605c/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-25775__CDwcDL8/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-25775__4d3605c/trajectory.json.gz,downloaded
matplotlib__matplotlib-25960,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,13,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/4,558475,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-25960__6d1d281,0.3905,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-25960__dNgaWLa,238.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-25960__6d1d281,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-25960__6d1d281/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-25960__dNgaWLa/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-25960__6d1d281/trajectory.json.gz,downloaded
matplotlib__matplotlib-26113,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,30,24,19,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/4; codex 1/2; mini-swe-agent 11/12; opencode 1/1; subconscious-code 4/4,73482,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-26113__7b70a52,0.0238,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,d9a7b0c70b3b,matplotlib__matplotlib-26113__mgBGd6V,222.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-26113__7b70a52,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-26113__7b70a52/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d9a7b0c70b3b/matplotlib__matplotlib-26113__mgBGd6V/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-26113__7b70a52/trajectory.json.gz,downloaded
matplotlib__matplotlib-26208,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,11,11,3,claude-code; opencode,claude-code 2/3; opencode 1/1,2004826,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,matplotlib__matplotlib-26208__v3Nc2Hc,1.6423,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,matplotlib__matplotlib-26208__v3Nc2Hc,535.6,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,matplotlib__matplotlib-26208__65nMzFx,swebench-verified-winning-traces/63ca9a349e63/matplotlib__matplotlib-26208__v3Nc2Hc/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/matplotlib__matplotlib-26208__v3Nc2Hc/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/matplotlib__matplotlib-26208__65nMzFx/trajectory.json.gz,downloaded
matplotlib__matplotlib-26291,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,7,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 1/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; subconscious-code 3/3,105763,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-26291__36c2182,0.1333,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,matplotlib__matplotlib-26291__x7MkKfv,149.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-26291__36c2182,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-26291__36c2182/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/matplotlib__matplotlib-26291__x7MkKfv/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-26291__36c2182/trajectory.json.gz,downloaded
matplotlib__matplotlib-26342,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,25,22,19,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 10/11; opencode 1/1; pi 1/1; subconscious-code 3/4,149873,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,matplotlib__matplotlib-26342__993c7eb,0.0511,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,matplotlib__matplotlib-26342__ERScvZZ,141.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,matplotlib__matplotlib-26342__51f1b96,swebench-verified-winning-traces/187f0c30fc5f/matplotlib__matplotlib-26342__993c7eb/trajectory.json.gz,downloaded,swebench-verified-winning-traces/db8d33490582/matplotlib__matplotlib-26342__ERScvZZ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/matplotlib__matplotlib-26342__51f1b96/trajectory.json.gz,downloaded
matplotlib__matplotlib-26466,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,136,94,2,opencode,opencode 2/2,1840784,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,matplotlib__matplotlib-26466__qqYkePh,,,,,,785.7,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,matplotlib__matplotlib-26466__qqYkePh,swebench-verified-winning-traces/c57b386851fd/matplotlib__matplotlib-26466__qqYkePh/trajectory.json.gz,downloaded,,not_selected,swebench-verified-winning-traces/c57b386851fd/matplotlib__matplotlib-26466__qqYkePh/trajectory.json.gz,downloaded
mwaskom__seaborn-3069,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,39,24,7,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/3; mini-swe-agent 1/12; opencode 1/1; pi 1/1; subconscious-code 1/4,209170,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,mwaskom__seaborn-3069__30229d2,0.1961,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,mwaskom__seaborn-3069__07d4007,495.1,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,mwaskom__seaborn-3069__FQ5SHpF,swebench-verified-winning-traces/1970c693b4a5/mwaskom__seaborn-3069__30229d2/trajectory.json.gz,downloaded,swebench-verified-winning-traces/7685d364d232/mwaskom__seaborn-3069__07d4007/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/mwaskom__seaborn-3069__FQ5SHpF/trajectory.json.gz,downloaded
mwaskom__seaborn-3187,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,106,37,11,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 1/2; mini-swe-agent 3/25; opencode 1/1; pi 1/1; subconscious-code 3/4,767032,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,mwaskom__seaborn-3187__6c5c51f,0.4397,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,c9f3260092d5,mwaskom__seaborn-3187__F4Ujhmb,473.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,mwaskom__seaborn-3187__6c5c51f,swebench-verified-winning-traces/472ee1f9d42c/mwaskom__seaborn-3187__6c5c51f/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c9f3260092d5/mwaskom__seaborn-3187__F4Ujhmb/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/mwaskom__seaborn-3187__6c5c51f/trajectory.json.gz,downloaded
pallets__flask-5014,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,139,122,118,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 2/2; mini-swe-agent 108/110; opencode 2/2; pi 1/1; subconscious-code 3/3,99456,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,pallets__flask-5014__yGnpNHJ,0.0307,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,e46cec82346a,pallets__flask-5014__eDoni8R,67.3,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,pallets__flask-5014__dRTiomb,swebench-verified-winning-traces/63518ecf1697/pallets__flask-5014__yGnpNHJ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/e46cec82346a/pallets__flask-5014__eDoni8R/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/pallets__flask-5014__dRTiomb/trajectory.json.gz,existing
psf__requests-1142,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,130,88,86,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 75/76; opencode 2/2; pi 1/1; subconscious-code 4/4,44044,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,psf__requests-1142__Ky5xUaz,0.0317,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,0a891c5fa0d1,psf__requests-1142__AoUaT2z,59.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,psf__requests-1142__710f007,swebench-verified-winning-traces/0017241088a1/psf__requests-1142__Ky5xUaz/trajectory.json.gz,existing,swebench-verified-winning-traces/0a891c5fa0d1/psf__requests-1142__AoUaT2z/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/psf__requests-1142__710f007/trajectory.json.gz,downloaded
psf__requests-1724,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,121,87,65,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 2/2; mini-swe-agent 56/75; opencode 1/1; pi 1/1; subconscious-code 3/4,53112,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,psf__requests-1724__f3edf4b,0.0363,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,0de035651907,psf__requests-1724__YDD5owJ,46.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,psf__requests-1724__e088769,swebench-verified-winning-traces/472ee1f9d42c/psf__requests-1724__f3edf4b/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0de035651907/psf__requests-1724__YDD5owJ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/psf__requests-1724__e088769/trajectory.json.gz,downloaded
psf__requests-1766,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,8,claude-code; codex; mini-swe-agent; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; pi 1/1; subconscious-code 3/3,18984,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,psf__requests-1766__9d16941,0.0561,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,psf__requests-1766__k3rkGPo,42.1,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,psf__requests-1766__c047381,swebench-verified-winning-traces/472ee1f9d42c/psf__requests-1766__9d16941/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/psf__requests-1766__k3rkGPo/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/psf__requests-1766__c047381/trajectory.json.gz,downloaded
psf__requests-1921,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,7,claude-code; codex; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 2/2,88796,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,psf__requests-1921__77902ca,0.441,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,psf__requests-1921__ymeqEKv,90.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,psf__requests-1921__77902ca,swebench-verified-winning-traces/472ee1f9d42c/psf__requests-1921__77902ca/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/psf__requests-1921__ymeqEKv/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/psf__requests-1921__77902ca/trajectory.json.gz,downloaded
psf__requests-2317,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,157,119,68,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; codex 2/3; mini-swe-agent 58/107; opencode 1/1; pi 1/1; subconscious-code 5/5,68128,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,psf__requests-2317__ebd34a7,0.0269,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,b9495d78d88c,psf__requests-2317__j2iHqBN,98.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,psf__requests-2317__ebd34a7,swebench-verified-winning-traces/187f0c30fc5f/psf__requests-2317__ebd34a7/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b9495d78d88c/psf__requests-2317__j2iHqBN/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/psf__requests-2317__ebd34a7/trajectory.json.gz,downloaded
psf__requests-2931,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,7,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/3; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/4,176574,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,psf__requests-2931__a93J8o3,0.1319,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,psf__requests-2931__uGsCiYK,182.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,psf__requests-2931__a93J8o3,swebench-verified-winning-traces/0017241088a1/psf__requests-2931__a93J8o3/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/psf__requests-2931__uGsCiYK/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/psf__requests-2931__a93J8o3/trajectory.json.gz,existing
psf__requests-5414,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,9,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,195888,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,psf__requests-5414__07ec255,0.3705,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,psf__requests-5414__kVdCyi2,132.6,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,psf__requests-5414__vh2PB4A,swebench-verified-winning-traces/472ee1f9d42c/psf__requests-5414__07ec255/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/psf__requests-5414__kVdCyi2/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/psf__requests-5414__vh2PB4A/trajectory.json.gz,downloaded
psf__requests-6028,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,14,3,codex; mini-swe-agent,codex 2/2; mini-swe-agent 1/3,381412,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,psf__requests-6028__f867db6,0.296,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,psf__requests-6028__KrzZksE,482.3,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,psf__requests-6028__f867db6,swebench-verified-winning-traces/a68304ea3a4a/psf__requests-6028__f867db6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/psf__requests-6028__KrzZksE/trajectory.json.gz,downloaded,swebench-verified-winning-traces/a68304ea3a4a/psf__requests-6028__f867db6/trajectory.json.gz,downloaded
pydata__xarray-2905,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,39,19,15,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/3; mini-swe-agent 5/7; opencode 1/1; pi 1/1; subconscious-code 4/4,126374,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-2905__208e4da,0.1191,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,246a9156a882,pydata__xarray-2905__4gLaj4w,94.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-2905__2a05468,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-2905__208e4da/trajectory.json.gz,downloaded,swebench-verified-winning-traces/246a9156a882/pydata__xarray-2905__4gLaj4w/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-2905__2a05468/trajectory.json.gz,downloaded
pydata__xarray-3095,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,8,claude-code; codex; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 3/3,281108,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-3095__b00f371,0.6989,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,pydata__xarray-3095__o6D9jwk,168.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-3095__5e60b28,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-3095__b00f371/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/pydata__xarray-3095__o6D9jwk/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-3095__5e60b28/trajectory.json.gz,downloaded
pydata__xarray-3151,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,7,claude-code; codex; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 3/3,140703,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,pydata__xarray-3151__PW2k7zQ,0.3154,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,pydata__xarray-3151__CpqTUtu,90.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-3151__6d14938,swebench-verified-winning-traces/63518ecf1697/pydata__xarray-3151__PW2k7zQ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/pydata__xarray-3151__CpqTUtu/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-3151__6d14938/trajectory.json.gz,downloaded
pydata__xarray-3305,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,8,claude-code; codex; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 3/3,178297,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-3305__7e432c7,0.7473,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,pydata__xarray-3305__sfjtLts,130.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-3305__2c782df,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-3305__7e432c7/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/pydata__xarray-3305__sfjtLts/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-3305__2c782df/trajectory.json.gz,downloaded
pydata__xarray-3677,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,9,6,claude-code; codex; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 2/2,100418,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,pydata__xarray-3677__wonQLDu,1.7969,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pydata__xarray-3677__s2YxskY,125.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-3677__cac6e1c,swebench-verified-winning-traces/b1a03feecef5/pydata__xarray-3677__wonQLDu/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/pydata__xarray-3677__s2YxskY/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-3677__cac6e1c/trajectory.json.gz,downloaded
pydata__xarray-3993,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,5,codex; opencode; pi; subconscious-code,codex 1/1; opencode 1/1; pi 1/1; subconscious-code 2/3,361153,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-3993__180ab46,,,,,,247.1,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-3993__180ab46,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-3993__180ab46/trajectory.json.gz,downloaded,,not_selected,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-3993__180ab46/trajectory.json.gz,downloaded
